#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
/home/ptrinh88/hmp_data/genecalls/SRS1041031-genecalls.fa	109667	1	543	+	yagZ/ecpA	46-588/588	.==============	0/0	92.35	99.26	vfdb	NP_286010	(yagZ/ecpA) E. coli common pilus structural subunit EcpA [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
/home/ptrinh88/hmp_data/genecalls/SRS1041031-genecalls.fa	109668	1	651	+	yagY/ecpB	1-651/669	===============	0/0	97.31	99.08	vfdb	NP_286009	(yagY/ecpB) E. coli common pilus chaperone EcpB [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
/home/ptrinh88/hmp_data/genecalls/SRS1041031-genecalls.fa	117995	6	1369	+	aslA	66-1428/1428	========/======	1/1	95.45	93.77	vfdb	AAG10151	(aslA) putative arylsulfatase [AslA (VF0238)] [Escherichia coli O18:K1:H7 str. RS218]	
/home/ptrinh88/hmp_data/genecalls/SRS1041031-genecalls.fa	122263	716	832	+	astA	1-117/117	===============	0/0	100.00	100.00	vfdb	BAA94855	(astA) heat-stable enterotoxin 1 [EAST1 (VF0216)] [Escherichia coli O44:H18 042]	
/home/ptrinh88/hmp_data/genecalls/SRS1041031-genecalls.fa	123043	1	948	+	iucB	1-948/948	===============	0/0	100.00	99.79	vfdb	NP_709455	(iucB) aerobactin synthesis protein IucB [Aerobactin (VF0123)] [Shigella flexneri 2a str. 301]	
/home/ptrinh88/hmp_data/genecalls/SRS1041031-genecalls.fa	134644	1	712	+	yagV/ecpE	43-754/756	===============	0/0	94.18	98.60	vfdb	NP_286006	(yagV/ecpE) E. coli common pilus chaperone EcpE [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
/home/ptrinh88/hmp_data/genecalls/SRS1041031-genecalls.fa	142686	1	681	+	gspC	151-831/831	..=============	0/0	81.95	96.77	vfdb	YP_404599	(gspC) general secretion pathway protein C [T2SS (VF0333)] [Shigella dysenteriae Sd197]	
/home/ptrinh88/hmp_data/genecalls/SRS1041031-genecalls.fa	142729	1	456	+	gspG	1-456/456	===============	0/0	100.00	95.17	vfdb	YP_404603	(gspG) general secretion pathway protein G [T2SS (VF0333)] [Shigella dysenteriae Sd197]	
/home/ptrinh88/hmp_data/genecalls/SRS1041031-genecalls.fa	150743	37	606	+	gspJ	1-570/570	===============	0/0	100.00	97.89	vfdb	YP_404606	(gspJ) general secretion pathway protein J [T2SS (VF0333)] [Shigella dysenteriae Sd197]	
/home/ptrinh88/hmp_data/genecalls/SRS1041031-genecalls.fa	150744	1	372	+	gspI	1-372/372	===============	0/0	100.00	96.77	vfdb	YP_404605	(gspI) general secretion pathway protein I [T2SS (VF0333)] [Shigella dysenteriae Sd197]	
